path	line	fn
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	594	plan_dangling_tail_merge
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	742	probe_dangling_tail_failures
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	768	recover_dangling_tail
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	790	extend_dangling_path_against_reference
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	858	plan_dangling_head_merge
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	948	probe_dangling_head_failures
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	975	recover_dangling_head
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	989	add_dangling_recovery_edge
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	999	count_dangling_tail_candidates_parity_dump
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	1011	count_dangling_head_candidates_parity_dump
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	1018	recover_dangling_branches
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	1172	apply_dangling_merge_haplotypes
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	1245	read
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	1252	build_pruned_ref_graph_at_k
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	1275	build_pruned_ref_graph
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	1280	find_path_upwards_is_lca_first
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	1298	best_prefix_match_requires_min_matching_bases
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	1308	longest_suffix_match_matches_gatk_examples
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	1315	dangling_java_exact_single_pass_matches_gatk_edge_count
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	1334	dangling_tail_recovery_attempts_alt_sink
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	1348	cigar_ok_to_merge_tail_requires_terminal_match_op
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	1360	align_dangling_uses_leading_indel_strategy
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	1372	forked_dangling_ends_recovers_all_alt_sinks_with_recover_all
gatk-haplotypecaller/src/assembly_dangling_recovery.rs	1393	reference_path_from_breaks_on_cycle
gatk-haplotypecaller/src/assembly_pruning.rs	21	find_all_chains
gatk-haplotypecaller/src/assembly_pruning.rs	49	extend_chain
gatk-haplotypecaller/src/assembly_pruning.rs	75	low_weight_chains_to_remove
gatk-haplotypecaller/src/assembly_pruning.rs	91	qual_to_error_prob
gatk-haplotypecaller/src/assembly_pruning.rs	95	error_prob_to_qual
gatk-haplotypecaller/src/assembly_pruning.rs	100	qual_to_log_error_prob
gatk-haplotypecaller/src/assembly_pruning.rs	105	qual_to_log_prob
gatk-haplotypecaller/src/assembly_pruning.rs	110	fast_bernoulli_entropy
gatk-haplotypecaller/src/assembly_pruning.rs	118	log_binomial
gatk-haplotypecaller/src/assembly_pruning.rs	123	mutect_log_likelihood_ratio
gatk-haplotypecaller/src/assembly_pruning.rs	141	chain_log_odds
gatk-haplotypecaller/src/assembly_pruning.rs	173	max_weight_chain_index
gatk-haplotypecaller/src/assembly_pruning.rs	189	chain_bases
gatk-haplotypecaller/src/assembly_pruning.rs	196	adaptive_chains_to_remove
gatk-haplotypecaller/src/assembly_pruning.rs	221	likely_error_chains
gatk-haplotypecaller/src/assembly_pruning.rs	263	cmp
gatk-haplotypecaller/src/assembly_pruning.rs	271	partial_cmp
gatk-haplotypecaller/src/assembly_pruning.rs	278	new
gatk-haplotypecaller/src/assembly_pruning.rs	379	remove_chains
gatk-haplotypecaller/src/assembly_pruning.rs	389	apply_gatk_pruning
gatk-haplotypecaller/src/assembly_region_evaluator.rs	21	evaluate_hc_activity_state
gatk-haplotypecaller/src/assembly_region_evaluator.rs	42	add_locus_for_smoothed_activity
gatk-haplotypecaller/src/assembly_region_evaluator.rs	80	hc_activity_after_locus_advance
gatk-haplotypecaller/src/assembly_region_evaluator.rs	147	pileup_at_locus
gatk-haplotypecaller/src/assembly_region_finalize.rs	23	assembly_reference_read
gatk-haplotypecaller/src/assembly_region_finalize.rs	53	gatk_min_tail_quality_for_assembly
gatk-haplotypecaller/src/assembly_region_finalize.rs	58	finalize_region_reads_for_assembly
gatk-haplotypecaller/src/assembly_region_finalize.rs	77	finalize_region_reads_for_assembly_owned
gatk-haplotypecaller/src/assembly_region_finalize.rs	95	finalize_owned_bam_records
gatk-haplotypecaller/src/assembly_region_finalize.rs	161	clip_finalized_reads_to_region
gatk-haplotypecaller/src/assembly_region_finalize.rs	172	clip_finalized_reads_in_place
gatk-haplotypecaller/src/assembly_region_finalize.rs	208	read_overlaps_padded_span
gatk-haplotypecaller/src/assembly_region_finalize.rs	217	alignment_end_1based
gatk-haplotypecaller/src/assembly_region_finalize.rs	222	padded_reference_loc
gatk-haplotypecaller/src/assembly_region_finalize.rs	240	reference_haplotype_for_assembly_region
gatk-haplotypecaller/src/assembly_region_finalize.rs	262	materialize_reference_haplotype_for_dump
gatk-haplotypecaller/src/assembly_region_finalize.rs	271	assembly_reads_for_production
gatk-haplotypecaller/src/assembly_region_finalize.rs	289	assembly_reads_for_java_materialize_dump
gatk-haplotypecaller/src/assembly_region_finalize.rs	293	records_to_assembly_reads
gatk-haplotypecaller/src/assembly_region_iterator.rs	55	refuse_oversized_assembly_region_reads
gatk-haplotypecaller/src/assembly_region_iterator.rs	112	eq
gatk-haplotypecaller/src/assembly_region_iterator.rs	125	from
gatk-haplotypecaller/src/assembly_region_iterator.rs	144	sync_read_qnames
gatk-haplotypecaller/src/assembly_region_iterator.rs	155	sort_record_indices
gatk-haplotypecaller/src/assembly_region_iterator.rs	169	dump_assembly_region_reads_tsv
gatk-haplotypecaller/src/assembly_region_iterator.rs	209	dump_assembly_region_reference_tsv
gatk-haplotypecaller/src/assembly_region_iterator.rs	242	dump_assembly_region_features_tsv
gatk-haplotypecaller/src/assembly_region_iterator.rs	281	dump_assembly_region_pileup_track_tsv
gatk-haplotypecaller/src/assembly_region_iterator.rs	339	gatk_haplotype_caller_defaults
gatk-haplotypecaller/src/assembly_region_iterator.rs	355	try_validate
gatk-haplotypecaller/src/assembly_region_iterator.rs	370	default
gatk-haplotypecaller/src/assembly_region_iterator.rs	376	load_all_records_for_contig_raw
gatk-haplotypecaller/src/assembly_region_iterator.rs	398	load_all_records_for_contig
gatk-haplotypecaller/src/assembly_region_iterator.rs	409	load_records_for_shard_raw
gatk-haplotypecaller/src/assembly_region_iterator.rs	450	dedupe_shared_records_by_alignment_start
gatk-haplotypecaller/src/assembly_region_iterator.rs	531	try_new
gatk-haplotypecaller/src/assembly_region_iterator.rs	616	begin_span
gatk-haplotypecaller/src/assembly_region_iterator.rs	639	flush_profile_to_pending
gatk-haplotypecaller/src/assembly_region_iterator.rs	662	finalize_profile_at_shard_end
gatk-haplotypecaller/src/assembly_region_iterator.rs	670	ingest_reads_through_locus
gatk-haplotypecaller/src/assembly_region_iterator.rs	683	idx_overlaps_closed
gatk-haplotypecaller/src/assembly_region_iterator.rs	693	idx_strictly_after_closed
gatk-haplotypecaller/src/assembly_region_iterator.rs	708	fill_region_with_reads
gatk-haplotypecaller/src/assembly_region_iterator.rs	774	clear_previous_region_reads
gatk-haplotypecaller/src/assembly_region_iterator.rs	779	commit_previous_region_reads
gatk-haplotypecaller/src/assembly_region_iterator.rs	784	shared_overlaps_closed
gatk-haplotypecaller/src/assembly_region_iterator.rs	796	release_records_before_previous_window
gatk-haplotypecaller/src/assembly_region_iterator.rs	814	fill_region_with_pileup_data
gatk-haplotypecaller/src/assembly_region_iterator.rs	844	finish_pending_region
gatk-haplotypecaller/src/assembly_region_iterator.rs	876	try_poll_pending_after_locus
gatk-haplotypecaller/src/assembly_region_iterator.rs	887	take_pending_without_after_check
gatk-haplotypecaller/src/assembly_region_iterator.rs	895	next_region
gatk-haplotypecaller/src/assembly_region_iterator.rs	1003	oversized_assembly_region_read_count_is_refused
gatk-haplotypecaller/src/assembly_region_iterator.rs	1027	assembly_region_from_activity_profile_region
gatk-haplotypecaller/src/assembly_region_iterator.rs	1045	empty_shard_yields_no_regions
gatk-haplotypecaller/src/assembly_region_iterator.rs	1073	profile_only_emits_inactive_tail_matches_iterator_contract
gatk-haplotypecaller/src/assembly_region_iterator.rs	1099	pending_region_waits_until_locus_after_padded_end
gatk-haplotypecaller/src/assembly_region_iterator.rs	1127	load_shard_dedupes_read_across_overlapping_padded_spans
gatk-haplotypecaller/src/assembly_region_iterator.rs	1146	fill_region_shares_shard_records_as_arc_clones
gatk-haplotypecaller/src/assembly_region_iterator.rs	1185	track_pileups_disjoint_padded_spans_depth_matches_java
gatk-haplotypecaller/src/assembly_region_iterator.rs	1215	track_pileups_attaches_loci_on_active_span
gatk-haplotypecaller/src/assembly_region_iterator.rs	1237	regions_attach_features_from_vcf_on_chr1_fixture
gatk-haplotypecaller/src/assembly_region_iterator.rs	1261	regions_carry_reference_bases_on_chr1_fixture
gatk-haplotypecaller/src/assembly_region_iterator.rs	1291	regions_carry_full_reads_on_chr1_fixture
gatk-haplotypecaller/src/assembly_region_iterator.rs	1320	iterator_runs_on_fixture_shard_and_bam
gatk-haplotypecaller/src/assembly_region_trimmer.rs	34	overlaps_active_region
gatk-haplotypecaller/src/assembly_region_trimmer.rs	64	default
gatk-haplotypecaller/src/assembly_region_trimmer.rs	70	gatk_defaults
gatk-haplotypecaller/src/assembly_region_trimmer.rs	120	new
gatk-haplotypecaller/src/assembly_region_trimmer.rs	132	trim
gatk-haplotypecaller/src/assembly_region_trimmer.rs	146	apply_trim
gatk-haplotypecaller/src/assembly_region_trimmer.rs	160	trim_modern
gatk-haplotypecaller/src/assembly_region_trimmer.rs	211	trim_legacy
gatk-haplotypecaller/src/assembly_region_trimmer.rs	265	no_variation
gatk-haplotypecaller/src/assembly_region_trimmer.rs	277	trim_assembly_region
gatk-haplotypecaller/src/assembly_region_trimmer.rs	284	trim_region_bounds
gatk-haplotypecaller/src/assembly_region_trimmer.rs	315	expand_within_contig
gatk-haplotypecaller/src/assembly_region_trimmer.rs	321	intersect_closed
gatk-haplotypecaller/src/assembly_region_trimmer.rs	329	merge_with_contiguous
gatk-haplotypecaller/src/assembly_region_trimmer.rs	334	longest_str_len_at_variant
gatk-haplotypecaller/src/assembly_region_trimmer.rs	368	load_trim_variants_tsv
gatk-haplotypecaller/src/assembly_region_trimmer.rs	401	dump_assembly_region_trim_tsv
gatk-haplotypecaller/src/assembly_region_trimmer.rs	459	region
gatk-haplotypecaller/src/assembly_region_trimmer.rs	477	no_variants_yields_no_variation
gatk-haplotypecaller/src/assembly_region_trimmer.rs	489	modern_snp_trim_narrows_active_and_padded
gatk-haplotypecaller/src/assembly_result_set.rs	45	from_assembly_result
gatk-haplotypecaller/src/assembly_result_set.rs	61	from_assembly_for_calling
gatk-haplotypecaller/src/assembly_result_set.rs	82	from_assembly_for_calling_owned
gatk-haplotypecaller/src/assembly_result_set.rs	122	is_variation_present
gatk-haplotypecaller/src/assembly_result_set.rs	127	has_variation_for_calling
gatk-haplotypecaller/src/assembly_result_set.rs	131	variation_events
gatk-haplotypecaller/src/assembly_result_set.rs	135	padded_reference_start_1based
gatk-haplotypecaller/src/assembly_result_set.rs	139	reference_bases
gatk-haplotypecaller/src/assembly_result_set.rs	144	reference_bases_shared
gatk-haplotypecaller/src/assembly_result_set.rs	151	apply_bases_shared
gatk-haplotypecaller/src/assembly_result_set.rs	164	event_map_reference
gatk-haplotypecaller/src/assembly_result_set.rs	172	minimum_kmer_size
gatk-haplotypecaller/src/assembly_result_set.rs	177	status_for_dump
gatk-haplotypecaller/src/assembly_result_set.rs	186	kmer_size_for_dump
gatk-haplotypecaller/src/assembly_result_set.rs	195	max_mnp_distance
gatk-haplotypecaller/src/assembly_result_set.rs	200	trim_to
gatk-haplotypecaller/src/bio_ids.rs	21	new
gatk-haplotypecaller/src/bio_ids.rs	26	get
gatk-haplotypecaller/src/bio_ids.rs	37	new
gatk-haplotypecaller/src/bio_ids.rs	42	get
gatk-haplotypecaller/src/bio_ids.rs	48	reference
gatk-haplotypecaller/src/bio_ids.rs	59	new
gatk-haplotypecaller/src/bio_ids.rs	64	get
gatk-haplotypecaller/src/bio_ids.rs	75	new
gatk-haplotypecaller/src/bio_ids.rs	80	get
gatk-haplotypecaller/src/bio_ids.rs	96	try_new
gatk-haplotypecaller/src/bio_ids.rs	105	get
gatk-haplotypecaller/src/bio_ids.rs	110	as_usize
gatk-haplotypecaller/src/bio_ids.rs	122	new
gatk-haplotypecaller/src/bio_ids.rs	127	get
gatk-haplotypecaller/src/bio_ids.rs	138	new
gatk-haplotypecaller/src/bio_ids.rs	143	get
gatk-haplotypecaller/src/bio_ids.rs	154	new
gatk-haplotypecaller/src/bio_ids.rs	159	get
gatk-haplotypecaller/src/bio_ids.rs	165	as_i32
gatk-haplotypecaller/src/bio_ids.rs	171	from_i32_saturating
gatk-haplotypecaller/src/bio_ids.rs	182	new
gatk-haplotypecaller/src/bio_ids.rs	187	get
gatk-haplotypecaller/src/bio_ids.rs	192	as_i32
gatk-haplotypecaller/src/bio_ids.rs	197	from_i32_saturating
gatk-haplotypecaller/src/bio_ids.rs	208	new
gatk-haplotypecaller/src/bio_ids.rs	213	get
gatk-haplotypecaller/src/bio_ids.rs	218	as_i32
gatk-haplotypecaller/src/bio_ids.rs	223	from_i32_saturating
gatk-haplotypecaller/src/bio_ids.rs	234	new
gatk-haplotypecaller/src/bio_ids.rs	239	get
gatk-haplotypecaller/src/bio_ids.rs	244	as_i32
gatk-haplotypecaller/src/bio_ids.rs	249	from_i32_saturating
gatk-haplotypecaller/src/bio_ids.rs	263	try_new
gatk-haplotypecaller/src/bio_ids.rs	273	new_unchecked
gatk-haplotypecaller/src/bio_ids.rs	278	get
gatk-haplotypecaller/src/bio_ids.rs	283	as_u32
gatk-haplotypecaller/src/bio_ids.rs	297	try_new
gatk-haplotypecaller/src/bio_ids.rs	307	new_unchecked
gatk-haplotypecaller/src/bio_ids.rs	312	try_from_usize
gatk-haplotypecaller/src/bio_ids.rs	325	get
gatk-haplotypecaller/src/bio_ids.rs	330	as_usize
gatk-haplotypecaller/src/bio_ids.rs	336	fmt
gatk-haplotypecaller/src/bio_ids.rs	342	fmt
gatk-haplotypecaller/src/bio_ids.rs	348	fmt
gatk-haplotypecaller/src/bio_ids.rs	354	fmt
gatk-haplotypecaller/src/bio_ids.rs	359	fmt
gatk-haplotypecaller/src/bio_ids.rs	364	fmt
gatk-haplotypecaller/src/bio_ids.rs	369	fmt
gatk-haplotypecaller/src/bio_ids.rs	397	diploid_genotype_index_rejects_out_of_range
gatk-haplotypecaller/src/bio_ids.rs	410	mapping_quality_unavailable_is_sam_255
gatk-haplotypecaller/src/bio_ids.rs	419	ploidy_and_kmer_reject_zero
gatk-haplotypecaller/src/bio_ids.rs	432	allele_depth_saturates_negative_wire_values
gatk-haplotypecaller/src/bio_ids.rs	438	reference_coordinate_aliases_genome_position
gatk-haplotypecaller/src/bio_ids.rs	444	index_domains_are_distinct_types
gatk-haplotypecaller/src/bio_ids.rs	455	genome_position_try_new_rejects_zero
gatk-haplotypecaller/src/cigar.rs	24	consumes_reference_bases
gatk-haplotypecaller/src/cigar.rs	28	consumes_read_bases
gatk-haplotypecaller/src/cigar.rs	32	is_clipping
gatk-haplotypecaller/src/cigar.rs	36	is_indel
gatk-haplotypecaller/src/cigar.rs	40	is_alignment
gatk-haplotypecaller/src/cigar.rs	44	as_char
gatk-haplotypecaller/src/cigar.rs	90	new
gatk-haplotypecaller/src/cigar.rs	94	push
gatk-haplotypecaller/src/cigar.rs	107	reference_length
gatk-haplotypecaller/src/cigar.rs	121	max_indel_element_length
gatk-haplotypecaller/src/cigar.rs	130	read_length
gatk-haplotypecaller/src/cigar.rs	143	to_gatk_string
gatk-haplotypecaller/src/cigar.rs	152	length_on_reference
gatk-haplotypecaller/src/cigar.rs	160	length_on_read
gatk-haplotypecaller/src/cigar_builder.rs	56	new
gatk-haplotypecaller/src/cigar_builder.rs	68	default_trim
gatk-haplotypecaller/src/cigar_builder.rs	72	add
gatk-haplotypecaller/src/cigar_builder.rs	141	last_two_deletion_insertion
gatk-haplotypecaller/src/cigar_builder.rs	147	advance_section
gatk-haplotypecaller/src/cigar_builder.rs	172	make
gatk-haplotypecaller/src/cigar_builder.rs	187	make_and_record
gatk-haplotypecaller/src/compatibility/coupled_indel.rs	37	classify
gatk-haplotypecaller/src/compatibility/coupled_indel.rs	68	try_from_pair
gatk-haplotypecaller/src/compatibility/coupled_indel.rs	91	contains
gatk-haplotypecaller/src/compatibility/coupled_indel.rs	97	events_allele_locus_match
gatk-haplotypecaller/src/compatibility/coupled_indel.rs	102	is_coupled_indel_allele
gatk-haplotypecaller/src/compatibility/coupled_indel.rs	107	find_coupled_indel_clusters
gatk-haplotypecaller/src/compatibility/coupled_indel.rs	132	is_coupled_indel_member
gatk-haplotypecaller/src/compatibility/coupled_indel.rs	144	coupled_indel_canonical_oracle_locus
gatk-haplotypecaller/src/compatibility/coupled_indel.rs	171	is_coupled_indel_for_genotyping
gatk-haplotypecaller/src/compatibility/coupled_indel.rs	190	is_ctc_del_for_genotyping
gatk-haplotypecaller/src/compatibility/coupled_indel.rs	215	ev
gatk-haplotypecaller/src/compatibility/coupled_indel.rs	226	phenotype_recognizes_non_p12_coordinates
gatk-haplotypecaller/src/compatibility/coupled_indel.rs	238	orphan_deletion_without_partner_is_not_a_cluster_member
gatk-haplotypecaller/src/compatibility/coupled_indel.rs	246	wrong_offset_is_not_coupled
gatk-haplotypecaller/src/compatibility/coupled_indel.rs	253	genotyping_helper_uses_partners_when_present
gatk-haplotypecaller/src/compatibility/coupled_indel.rs	263	p12_oracle_still_matches_canonical_single_event
gatk-haplotypecaller/src/compatibility/coupled_indel.rs	270	ctc_del_uses_relative_offset_when_coupled_partners_present
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	124	is_cluster_coupled_indel
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	131	is_cluster_coupled_indel_at_canonical_locus
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	137	is_cluster_coupled_event
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	141	is_cluster_ctc_del
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	148	is_cluster_tc_snp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	154	is_cluster_tg_snp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	160	is_cluster_ac_snp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	166	is_cluster_anchor_snp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	179	is_cluster_downstream_snp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	192	is_sparse_snp_gl_rescue_eligible
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	196	is_cluster_upstream_snp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	203	is_cluster_interior_block_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	207	is_cluster_pre_upstream_hom_ref_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	211	is_cluster_post_upstream_tail_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	215	is_cluster_post_shadow_hom_ref_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	219	is_cluster_core_hom_ref_excluded
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	223	is_cluster_core_pre_ttc_tail_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	229	is_cluster_core_preamble_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	233	cluster_core_preamble_tail_zero_stripe
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	237	cluster_core_preamble_gq_dp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	253	is_cluster_core_ttc_upstream_shadow_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	257	is_cluster_core_ttc_pre_anchor_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	262	is_cluster_core_post_ctc_hom_ref_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	267	is_cluster_core_post_ac_high_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	271	is_cluster_core_downstream_tail_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	275	is_cluster_core_sparse_hom_ref_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	283	is_cluster_upstream_interstitial_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	287	is_java_sparse_hom_ref_desert_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	291	is_mid_b_dense_cluster_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	295	is_downstream_dense_cluster_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	299	is_downstream_cluster_rcm_preamble_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	303	is_java_wide_hom_ref_desert_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	307	is_pre_mid_a_desert_island_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	312	is_pre_mid_a_fringe_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	316	is_post_mega_zero_fringe_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	320	is_mid_a_transition_gradation_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	324	is_inter_cluster_gap_gradation_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	328	is_post_downstream_tail_gradation_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	332	is_phase_a_upstream_gradation_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	336	is_post_mega_zero_gradation_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	340	is_pre_mid_a_fringe_gradation_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	344	is_mid_b_dense_cluster_gradation_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	348	is_downstream_cluster_gradation_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	352	is_pre_wide_desert_gradation_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	356	is_cluster_post_core_gradation_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	360	is_java_hom_ref_mega_zero_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	367	is_java_activity_profile_zero_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	372	java_sparse_hom_ref_gq_dp_from_depth
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	386	shape_java_sparse_hom_ref_gq_dp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	392	cluster_post_core_gradation_gq_dp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	431	pre_wide_desert_gradation_gq_dp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	591	pre_mid_a_fringe_gradation_gq_dp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	763	mid_b_dense_cluster_gradation_gq_dp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	857	downstream_cluster_gradation_gq_dp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	963	mid_a_transition_gradation_gq_dp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1049	inter_cluster_gap_gradation_gq_dp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1077	post_mega_zero_gradation_gq_dp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1112	post_downstream_tail_gradation_gq_dp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1163	phase_a_upstream_gradation_gq_dp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1222	is_dense_cluster_rcm_band_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1228	is_mid_b_java_sparse_snp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1238	is_mid_b_pre_tail_hom_alt_band_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1243	is_mid_b_pre_tail_phased_anchor_snp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1250	is_mid_b_pre_tail_hom_ref_desert_pos
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1257	is_mid_a_java_sparse_snp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1264	is_mid_a_java_emit_band
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1271	is_phase_a_java_emit_band
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1278	is_mid_b_java_emit_band
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1294	is_mid_b_downstream_fringe_snp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1301	is_downstream_java_emit_snp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1308	is_strict_java_production_emit_candidate
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1323	event_phase_a_sparse_hom_alt_pl
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1332	is_mid_a_one_read_hom_alt_site
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1339	is_mid_a_two_read_hom_alt_site
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1351	event_desert_hom_alt_pl
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1360	event_moderate_qual_sparse_hom_alt_pl
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1366	event_low_qual_sparse_hom_alt_pl
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1376	is_downstream_cluster_anchor_hom_alt
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1385	event_weak_sparse_het_pl
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1393	is_gap_tail_het_event
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1402	is_phase_e_registry_gap_het_event
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1409	is_java_sparse_two_read_hom_alt_site
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1434	event_desert_hom_alt_pl_matches_pre_tail_oracle
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1446	event_weak_sparse_het_pl_matches_downstream_tail_oracle
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1458	java_sparse_two_read_hom_alt_covers_mid_a_oracle
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1470	strict_java_production_emit_candidate_covers_java_only_oracle
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1500	post_shadow_min_dp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1512	post_shadow_dense_stripe_gq_zero
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1526	cluster_post_shadow_gq_dp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1568	cluster_core_pre_ttc_tail_zero_stripe
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1572	cluster_core_pre_ttc_tail_zero_stripe_min_dp
gatk-haplotypecaller/src/compatibility/java_hc_site_semantics.rs	1581	cluster_core_pre_ttc_tail_gq_dp
